id	text	misogynous	misogyny_category	target
2792	When I look at the shit that I post... https://t.co/zvfnvTfhsF	0	0	0
1274	@SymoneDSanders @RepWilson BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN'T YOU KNOW ALL LIBERALS LIE	1	discredit	active
845	When you decide to trade your testicles in for a psychotic bitch https://t.co/o7r0N7bGAx	1	discredit	active
2884	You could never comprehend the way my brain works	0	0	0
2447	@MartinDomig @deanesmay @Femalefedupwith @JudgyBitch1 @Typhonblue New blog (previously Man of the Month) http://t.co/g64qzsIcyf	0	0	0
2751	How real friends greet each other https://t.co/2rjsY0Tfqq	0	0	0
1357	@DavidJoBrexit Fucking cunt bitch has learned nothing from the election	1	dominance	active
731	@becksss___ Love you😘 be nice if I could retweet ya but youre a pussy bitch on private😂	1	discredit	active
3226	@VeraCru98009411 Yes you did 😂 Liar and a coward. Disgusting combo for a kunt	0	0	0
183	Feminism is cancer. #TheRedPill is chemo. Burn those bitches away.!	1	discredit	passive
3358	@MagicaHalfNegro Ty Davis did you just Not All Men me	0	0	0
1658	That bitch don't love you fr bro these hoes be lying	1	discredit	active
950	@joeovies @lebrownlow Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP.	1	stereotype	active
357	#Women have all the privileges. #Men have all the responsibilities. #ObviousChild End feminism today! http://t.co/6n4V9kBtya	1	stereotype	passive
3102	Me flirting- So how do you feel about abortion?	0	0	0
796	i miss this bitch ass whore	1	discredit	active
2881	When you're looking at pictures from last night to see who stopped by cause you were blacked out	0	0	0
2288	@asmallteaser do yoy want us put back down to div 3 again over this you utter wankstain kunt	0	0	0
2583	This is the only award I deserve in life https://t.co/fJBQjf51RA	0	0	0
1984	My brother is such a dick to his girlfriend who is so damn nice and it literally pisses me off.	0	0	0
64	Never let a girl with unblended shadow, unlined lips, and a non-setting foundation w powder ass bitch tell u shit..have a good day y'all	1	discredit	passive
271	@somalipjm She isn’t racist unlike your somlalia bitch friend and you always causing shit.. bye slut	1	discredit	active
3441	'As a woman I am absolutely appalled about the way things have become beyond hysterical. Men are now…' — Gumblina1 https://t.co/qSX2BDqjXg	0	0	0
3576	Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊	0	0	0
3728	Not all men are trash just the ones who bash black women are	0	0	0
3698	We KNOW that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is TOO MANY VICTIMS.	0	0	0
669	Females be thinking they Pussy fire cuz u say fuck under yo breath first of all I forgot I had a whole bitch😂😂	1	discredit	passive
445	@aloshalbasrawi I am serious and sure that I want to put my penis in the hole of your ass https://t.co/LEhOciliLb	1	sexual_harassment	active
3562	Stop asking me how many people I've slept with, your guess is as good as mine	0	0	0
1539	Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯	1	derailing	passive
3732	@RitaPanahi Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.	0	0	0
3184	I understand the #NotAllMen impulse cuz I’m a white woman who didn’t vote for Trump. But the women of color who call out all WW are right.	0	0	0
2505	When you've just met someone and they start to tell you their life story https://t.co/sgSRdf8pyA	0	0	0
3902	@ExtinctMedia Your orange colored scumpig cunt whore god will soon go into history as the worst potus. His brainwas… https://t.co/rlc4pDO6xR	0	0	0
1266	“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.” HAHA!	1	discredit	passive
934	@movingfasternow @HadleyFreeman We needed a counter -balance for the rape apologists now? These hysterical women are… https://t.co/kjq4E1OuPz	1	stereotype	passive
816	Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery	1	discredit	active
454	for them niggas who think im pussy gon and show me hoe	1	sexual_harassment	active
443	@macy_fanning Thanks😁 I don't believe it's a downgrade. She ain't gotta googly eye. Don't talk shit on social media bitch. Your pussy smells	1	sexual_harassment	active
4049	#Nigeria #news - Family of nine #Iraqi asylum seekers gang -rape drunk woman https://t.co/bp9exiEsuO	0	0	0
3456	Yes, women who protest are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi… https://t.co/zfskSrFsSv	0	0	0
797	Now his slag mother has been blown up hopefully that lil cunt gets it nxt as well https://t.co/BTmxENcXKR	1	discredit	active
304	It's like it's always the ones YOU CARE FOR THE LEAST that be talking so much shit like bitch I'm not even paying attention to you lil whore	1	dominance	active
3932	psa: women were never 'sacred' and unless you miss the Madonna -Whore binary, it's good that we've let go of that stupid frame	0	0	0
2152	Have you reserved your spot at RAM's Annual Art Affair?! RAM members get 25% off admission price! https://t.co/stamPnVKh0	0	0	0
2368	The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts	0	0	0
3176	Drake- I love you, we should date Rihanna the savage- https://t.co/kFXuM3HZmE	0	0	0
2585	See... I would like your selfie but the way my pride is set up, I'd rather just look at it	0	0	0
2	@emmasharp003 @Ldrake48Lee Bitch shut the fuck up	1	dominance	active
1642	why do you miserable hoes be so worried abt the next bitch & wha they got going on 🤔🤔	1	discredit	active
685	If that bitch goin let her keep goin goin till dat hoe gone like home run	1	discredit	active
2565	When you see your ex in public and they start smiling at you all weird n shit https://t.co/zE2IBpWTKm	0	0	0
1535	yall females be complaining about rape and sexual harrassment, bitch men get sexually harrassed too 😤	1	derailing	passive
18	@sofiasfaIcones shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly	1	dominance	active
2305	If you gotta rape a female to get pussy you really should just die	0	0	0
2355	@kunalkamra88 Okey let's build Ram Mandir..? Dare you to answer..!!	0	0	0
3421	@AngryBlackLady Always glad to see when a revolution hinges on calling women hysterical and needing medication to a… https://t.co/aF6q1jwUYu	0	0	0
1868	@TheHockeyLife48 so you admit to actin like a hoe? 💀	0	0	0
3171	@Scouse_ma 😭😭😭 you ain't shit	0	0	0
2011	@The_Hallam38 @jodielouise812 Ps - Andy, I’ll meet you at the Ram in town for the Rams game today. Really excited for this one!	0	0	0
3551	RT @misa_lisaa: @Yourfuckboy1 your drunk Q&;A's on snapchat are entertaining af.	0	0	0
3969	@faceless you made it kunt https://t.co/0IR8x2DN5q	0	0	0
2605	When you're on a first date and they start talkin about their ex https://t.co/lE2TGAtrb1	0	0	0
2903	I can tell when your relationship is going well cause I don't hear from you	0	0	0
2444	When yo girl start yelling at you for no reason. http://t.co/JgXQUNL8wl	0	0	0
1392	You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh https://t.co/swTXJY37rS	1	discredit	active
2518	When you're chillin and the Thai food kicks in https://t.co/OvH3nWTrir	0	0	0
3224	@XoCheapy We want Ain't Know as payment when you CB bc the Kunt Brigade will have lots of work clarifying the misun… https://t.co/uI9d2gVqqF	0	0	0
1483	@la_bella_carla @slothnise THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 🗣	1	discredit	active
638	@M_AubScates97 Don’t talk shit on me when everyone calls you a whore too boo❤️	1	discredit	active
3630	Young Woman Gets Loud While She Stuffs Her Cunt https://t.co/ZtEGJD2G26	0	0	0
163	People in airport bars always wanna tell you their life stories... STFU Bill, IDGAF about your stupid daughter and whore wife	1	discredit	active
3778	Just heard a brilliant response to 'not all men': 'You're right, it's not you - it's all of you.'	0	0	0
1099	Just when things are going good women will fuck it up. They're not happy unless there's turmoil #WomenSuck	1	discredit	passive
371	Turns out that you don't need to eat pineapple if you're busting down her throat... She'll never taste it	1	dominance	active
574	When your girl's accusing you of cheating so you let your side bitch listen https://t.co/okWmDFnYtK	1	sexual_harassment	passive
1112	No bitch you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty! #AttentionWhores	1	stereotype	active
2874	What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4	0	0	0
3609	@jfallon40 Seeing your a racist homo hating women hating cunt what did you pick	0	0	0
2963	RT @taxo__: When it's Friday &; you're feeling kinda Thugish💂🏼 https://t.co/iCJJNtfnYb	0	0	0
2130	@realDonaldTrump You are one sick stupid foul ridiculous calculated evil son of a bitch. They can't remove your stupid ass fast enough.	0	0	0
2002	It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her	0	0	0
2133	@foxboroughcc Remember you have to get the ball in the hole too. Have your fun pal!!! ;)	0	0	0
1906	#KickThemInTheBallsCampaign against rape. I #StandWithWomen. I'm not a violent person but If someone attacks you defend yourself. Rape &;	0	0	0
3047	Friend- I'm getting married Me- https://t.co/hzRDvjRHJU	0	0	0
559	When you and your mom are trying to figure out how to make you seem like a bigger whore than your sister https://t.co/F4GnjMdj5a	1	sexual_harassment	passive
2273	Are you ready to meet your next ride? Stop by Hall Chrysler Dodge Jeep Ram Virginia Beach today! https://t.co/1BvcNCvHqN	0	0	0
3580	Whichever one is gonna end up on my bedroom floor https://t.co/bIiXvxmwob	0	0	0
1349	If only I could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507TVB	1	sexual_harassment	active
1654	What a hoe and a bitch nigga 😂😂	1	discredit	passive
3126	That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down https://t.co/RV3Z6YlgyU	0	0	0
1280	she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey https://t.co/csyoUOcBCA	1	sexual_harassment	active
1158	Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck	1	discredit	passive
3627	@JulianAssange @anna12061 Your a no nothing woman hating cunt Reliving you sad little hatred of your unloving mothe… https://t.co/1GwVHd3PG9	0	0	0
2679	Pro Tip- Copyright all your nudes and videos so when that idiot in your life thinks it's cute to post them you can sue the shit out of them	0	0	0
3122	Best gift ever 😘 https://t.co/xdZL6RVWLU	0	0	0
3447	Oh my God I had no idea Destiny was the same girl from the People’s Couch. I thought she was hysterical on that. #shahs	0	0	0
3510	I have to admit, Animojis are hysterical to use. I keep my girlfriend laughing all day when she is at work. She wants an #iPhoneX ASAP.	0	0	0
1637	If ya bitch ass didn’t wish me a happy Birthday then don’t ever hit me up again! You’re trash! Yes I am talking about you hoe! 👏🏼	1	discredit	passive
341	What do you call a woman who has lost 95% of her intelligence? Divorced	1	stereotype	passive
375	Bitches always tryna hide their ugly with big ass sunglasses	1	stereotype	passive
1071	I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck	1	discredit	passive
1824	@LoveLikeLow 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂	0	0	0
3307	me @ ppl who continue to reply to anti -harassment posts w/ 'but not ALL men are like this': 'so did you get the point of the post or nah'	0	0	0
3891	@PhilMphela You're the most dumb nigga in the history of dumb niggas, arguing with women like a lil bitch	0	0	0
3937	since when did it become socially acceptable for guys to call women sluts, whores, hoe, bitches....??? or threaten them...??? just wondering	0	0	0
2425	RT @D_cumms1: I'm not just legs and a wallet #YesAllMen http://t.co/wTXE4oAL5O	0	0	0
3840	I believe the problem with the #NotAllMen argument is that although yes not all men disrespect women -	0	0	0
775	Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂	1	discredit	active
189	Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to 0 Lol	1	stereotype	passive
2073	And if you make it past the shotgun in the hall Dial the combination, open the priest hole And if I'm in I'll tell you	0	0	0
248	@laurenduca @LibyaLiberty Women are sacred as mothers and wives. Everyone else is a degenerate whore who gets what… https://t.co/mdOzUDVKGT	1	discredit	passive
936	@PolitixUk Pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un… https://t.co/oumEB6jCkc	1	stereotype	passive
215	Calling someone a bitch and a cunt is not the way to do it.	1	sexual_harassment	passive
2234	World - Woman Who Accused Nelly of Rape Wants to Drop Case, Will Not Te >> https://t.co/Bgc1oiLB3X https://t.co/aFQmU6TmqX	0	0	0
1908	@phucktee I’m tryna fucking get like you hoe	0	0	0
3430	@Lou_i5e @MailOnline Women should support women! telling them they are hysterical is abusive.	0	0	0
3097	@twodudesinapool @instagram it's absolutely ridiculous especially after jumping through hoops to get it back last time	0	0	0
3672	Alexander Dullinger Burggrub 53 91332 Heiligenstadt Exposed Gay German Sissy Faggot Whore Hure Nutte - Home https://t.co/p0kq84pexo Gay Slut	0	0	0
1228	@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!	1	discredit	active
2263	@ALftbI You stupid ignorant cunt	0	0	0
1561	@Bethvanduyne This comes from a rape whore who forced sharia down the throats of her constituents.	1	discredit	active
77	Fuck you bitch. I'd fight you if I wasn't pregnant but your too big of a pussy to hit anyone cause all you do is run your mouth	1	discredit	active
1454	@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… https://t.co/e0IKyMqKnt	1	discredit	active
2801	Friend- how's life treating you? Me- https://t.co/M7czFomIkN	0	0	0
1015	@femfreq Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker	1	dominance	active
236	This fat bitch be really trying it when it comes to my kids i just wanna drag that fat whore	1	sexual_harassment	active
354	#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.	1	stereotype	passive
339	What's the difference between a pencil arguing and a woman arguing? A pencil has a point	1	stereotype	passive
2164	Bitch you look stupid af 🤗	0	0	0
3216	@Ed_Miliband he is a Kunt and those like yourself who kept quiet while he murdered white farmer`s and stole Their land. You are a joke like	0	0	0
140	This pussy mine girl tell me you like Daddy dick.... 🙄 FIRST OF ALL WRONG HOLE FOO	1	discredit	active
1592	What, do you think they sprouted out of holes in the ground? Quit being a disrespectful cunt towards your grandpa. https://t.co/wiDtKRscjE	1	discredit	active
854	Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather	1	discredit	passive
3177	When a baby won't stop crying so naturally you have to outdo the little shit https://t.co/GqFuZZuxSg	0	0	0
3528	I've always wanted head from a girl with a tongue ring.	0	0	0
3647	#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊	0	0	0
103	This ignorant bitch, @HillaryClinton, should know. How many women did she destroy to protect that predator husband? https://t.co/G51IqX9yKp	1	discredit	active
649	@jhanyaaa_ @gloyaltydeee You a hoe if there's other bitches	1	discredit	active
3807	15. fuckhead for awhile... I open two stores for his bitch ass. little brother & his skank show back up. I find a meth pen tube & foil in	0	0	0
3509	At Target in the movie section, and this guy is educating his girlfriend about Star Wars. Her facial expressions are hysterical.	0	0	0
699	you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾	1	discredit	active
3943	@washingtonpost Oh yeah the good ol' Madonna -Whore dichotomy: where only chaste women had value and then only as pr… https://t.co/ZAaKdPtrKH	0	0	0
2668	This is why I hate people https://t.co/19E4rarP5j	0	0	0
1132	RT @LaRoccaSpeaks: NOOOOOOO FUCCCKING WAY, WHAT A BITCH!!!!! YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND. YOU CUNT!!!	1	discredit	active
1090	I'm not gonna text you 24-7. I have a life. If you liked me that much you would be with me and not texting me! #WomenSuck	1	discredit	passive
3206	@HillaryClinton You're going 2 go 2 jail you scumbag WHORE. Your going down in History as the most VILE Bitch Ever Rich Seth Will B avenged	0	0	0
3098	Pokemon Gooooooo fuck yourself	0	0	0
1674	“go talk to your other hoes” first of all, bitch you’re the only one i talk to!	1	discredit	active
487	On today’s episode of women will trade their self respect in for the dick https://t.co/yhwIVP6NXf	1	sexual_harassment	passive
3113	If your man has an android, you're allowed to cheat on him	0	0	0
2815	Beer, wine or liquor is the toughest decision I have to make everyday	0	0	0
1141	Teaching a woman to drive is like teaching a rock to swim. #WomenSuck	1	stereotype	passive
3170	I hate when handicapped people park in regular spots... Who TF do they think they are?!	0	0	0
3585	When your one night stand asks you if you wanna go to brunch https://t.co/DD8Mpw1vYx	0	0	0
1529	@ly2Jade Rape a pregnant bitch call IT threesome	1	sexual_harassment	passive
1211	Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving… https://t.co/mAo0mdzGve	1	stereotype	active
1488	@sophh_lucass And calling someone a stupid lying cunt or a hatful bitch isn't bullying Hun I'm real ya see that's t… https://t.co/ma5a9BQxS3	1	derailing	passive
1852	It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. https://t.co/mK3AuORzjn	0	0	0
3131	When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh	0	0	0
1394	Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️	1	discredit	active
2415	RT @Hasto_McGasto: “@LACLlPPERS: #YesAllMen http://t.co/NkeEriKnEP” you know what... This is the only double standard were allowed lol	0	0	0
489	but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether	1	sexual_harassment	passive
1283	@CFTreyNada Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed… https://t.co/d3ixX7FkgX	1	discredit	passive
1253	The 'I'm such a feminist' niggas will 'Not all men' you to death. LMAO	1	discredit	passive
3225	@Marinosepass Chuck Bass kept waking you up because he wanted to make sure that you got the t on kunt	0	0	0
2247	@KTRTRS Nice DP Ram sir.......None other than you is the best brand ambassador of New shining TELANGANA....jai Telangana - from. Sameer Nawaz. (Jubilee hills Constituency, Hyderabad)	0	0	0
233	@DaniellaMicaela It’s called polio. I hate calling women this word but your a ‘bitch’ in this instance.	1	discredit	active
3235	I don’t think limmys a bitch or a cunt I just want him to see this when he’s searching for people needing a time out. Hi Brian.	0	0	0
1416	these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all... https://t.co/fWNzj0b7Yf	1	sexual_harassment	passive
1625	@blakeruss165 You a lying hoe	1	dominance	active
2464	Men throughout the world are fighting for men's rights. Follow my blog. #GiftShawnEP #LHHATL http://t.co/6n4V9kBtya	0	0	0
3004	Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls	0	0	0
964	Women are children. They require men in their lives to set boundaries and teach them lessons.@	1	dominance	passive
340	Why did God create lesbians? So feminists couldn't breed	1	stereotype	passive
639	@JuliaHB1 You work for the S*n, standard practice to be a lier and a complete cunt.	1	discredit	active
3348	@TheHub_87 ...hits you with the “NOT ALL MEN!” OF COURSE there were coflicted Christians, but those who self -ident… https://t.co/pNzvSXAcS5	0	0	0
783	your girlfriend lookin at me like a groupie in this bitch!	1	discredit	active
396	Lemme give you some dick and help you thru it https://t.co/EhKjoN5zQs	1	sexual_harassment	active
2550	People- why are you such an asshole? Me- https://t.co/hJhA9N2sQ9	0	0	0
1738	@chelseahandler @realDonaldTrump BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist	1	discredit	active
2712	Next time I ask a chick what she wants to eat and she says 'I don't care' this is wtf she's gettin https://t.co/63beP7doIq	0	0	0
1059	Everyone makes mistakes. But only women don't admit theirs #WomenSuck	1	stereotype	passive
3974	Karma points to @gordonhayward but fuck @Money23Green karma is a bitch and @RealSkipBayless is still a cunt.	0	0	0
3864	bitch is a whore and blamed me and really thinks i'm gonna accept this shit haha patience is a virtue you gon get your blessing.	0	0	0
1549	Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX	1	sexual_harassment	active
1732	@socorro_jesuss bitch i live in another country and you just live in mg's hole	1	discredit	active
3243	@KTTunstall @broadcastscot Actually, yes I do. The cunt is the vagina. All women have one. It is a beautiful, wonde… https://t.co/F6EDYgX3nF	0	0	0
544	Before I rip you a new asshole vs after https://t.co/F8tNFmarSZ	1	sexual_harassment	passive
3821	@SLandinSoCal @realDonaldTrump You are the lowest kind of skank to attack a Gold Star Widow. Based on your tweets I… https://t.co/Z5Zhjm2Cc0	0	0	0
3753	Did you know, that when a woman says “men are trash,” a random man will appear out of thin fuckin’ air just to yell about, “NOT ALL MEN -“	0	0	0
2333	@NationFirst__ @ippatel Are you nut... Why u are comparing #Ram with shahjahan 😕😕	0	0	0
1213	I'd punch that cunt in the fuckin mouth. Idgaf if she's a woman https://t.co/eqCgr1hPbz	1	sexual_harassment	active
76	...............................'I get to rape beautiful women and that's why I like working on this project.'	1	sexual_harassment	passive
114	Frost is a stupid bitch. @AF1Frost	1	discredit	active
793	Treacherous traitorous bitch. Sold out her country, and women for money and fame. https://t.co/mTARGZ0LqU	1	discredit	active
401	I SAID WHAT I SAID DELETE THAT BITCH YOU CANT BEAT MY ASS https://t.co/wSu2YqDStL	1	sexual_harassment	active
3291	@CPJElmore We know that, we know not all men. But harassment happens to all women - this isn't about you	0	0	0
2843	I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life	0	0	0
1468	@__Lola_Love__ You believe in God lol...heaven help u if I ever get a passport kunt.	1	discredit	active
3066	@taxo__ @Scouse_ma 😂😂😂😂	0	0	0
939	Via Daniella Peled 'hysterical' Jews and 'frenzied' women https://t.co/uGgFiMioSI	1	discredit	passive
3775	And lets be real, if you “not all men” me, thats an instablock fam, coz being dismissive is part of the problem	0	0	0
1038	@taylornikola treating girls 'correctly' would involve fire and gasoline.	1	sexual_harassment	passive
2747	When he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two. https://t.co/jE6bWfYiPP	0	0	0
157	Why is a female like a laxative? They both irritate the shit out of you.	1	discredit	passive
1415	I think a 40 year old crack whore cunt would be a more capable #potus than @realDonaldTrump https://t.co/o6AupZZ4IH	1	discredit	passive
3180	Me flirting- So how many filters you got on that thang	0	0	0
595	THIS IS FUCKING CHICHARRÓN YOU BITCH https://t.co/Qbrd3NuBLQ	1	discredit	active
561	Call me crazy but I prefer Kylie Jenner when she still had her fetal alcohol syndrome lips	1	sexual_harassment	active
2100	The misogyny of trans activists. Weinstein is about the rape and abuse of women ,but we are told pointing this out is 'exclusionary ' https://t.co/skGo0tco8c	0	0	0
3785	Every time you say 'not all men' you are part of the problem. Claiming that telling men to step their game up only alienates good men is BS.	0	0	0
3360	@Nataya Not all men are animals. You Libs want muslims to come over still? Better pick a side.	0	0	0
1453	#METOo 74% women admit to moral sex... Whore# https://t.co/oAWJpzoXwv	1	discredit	passive
3803	Ew a year ago I was chillin w/ a nasty coke head looking skank 😷😷😷😷😷 bitch you nasty	0	0	0
1046	Calling guys immature doesn't make you any more mature. Ladies you need to find some other BS excuse for ditching us! #WomenSuck	1	discredit	passive
1209	I'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt	1	discredit	active
2925	Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E	0	0	0
2128	@MumaNore_ Lmao they got this pillow that lets you lay on your stomach shit like a a little hole for your belly	0	0	0
3660	It's 2017 and ur stillllll slut shaming?? BITCH BYE	0	0	0
713	@antoniettecc You love and support this slut tho	1	discredit	active
1646	I be curving ALL da hoes niggas try to put me on SOO much dat they don’t een tell me when a bitch want me no mo🤦🏽‍♂️😂😎	1	discredit	passive
3690	📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other... https://t.co/79IUkwTgB8	0	0	0
1770	@Cumkitten_R2 your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK	1	sexual_harassment	active
26	@thereallisaann bitch you a hoe... I do not like yo fish booty ass no fuckin moe	1	discredit	active
3738	yet when men sexually abuse women it’s not ALL men https://t.co/mXZNxq6oSi	0	0	0
972	IF WOMEN BLEED SO MUCH ONCE A MONTH HOW DO THEY STAY ALIVE? BECAUSE THEY'RE #DEMONS #WOMENAREDEMONS #BITCHBLOOD!!	1	discredit	passive
1496	@Ely_1798 fucking whore bag cunt face mamona puta toda ugly, ily	1	discredit	active
1372	@TEAMNASA_KE Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder	1	discredit	active
1743	@LaloDagach must be a bitch to eat with the fabric getting in the way of the cake -hole	1	discredit	active
3559	When you regret asking her 'what that mouth do?' https://t.co/V9oZlclhcl	0	0	0
3628	@RealDollyFox Rubbing Her Cunt With Her Panties Down Is Such A Pleasure To Watch And Perv At ♥️ This Woman Is A Bea… https://t.co/541vbUuEJY	0	0	0
3333	Cfr #MeToo to the people braggin'with that 'not all men' bs: just because it doesn't concern you doesn't mean it doesn't exist -	0	0	0
2480	When your ex leaves her shoes at your place https://t.co/92M3UlnysJ	0	0	0
2968	One week into 'he cut you off and chill' got you like... https://t.co/Y255LSP4KY	0	0	0
3983	Conte being a little bitch as per. Get sacked already you average cunt 🖕🏻	0	0	0
2413	RT @ThoughtCatalog: This Is How Men Should Support Feminists (As Told By A Young Conservative Libertarian Male) http://t.co/VBUB4dzc0o	0	0	0
3564	When you just watched your boy ruin his life but you know misery loves company so you decide to ruin yours too https://t.co/qeUNEtiF8Z	0	0	0
1440	@ohlashaybefly ctfu tell that bitch don't be snitching she got caught whore	1	discredit	active
3721	When men argue that not all men are abusive, yet women are also naturally irresistible, I wonder wat it's like 2 embody cognitive dissonance	0	0	0
412	@Nath569 Get up and walk the dog you little cunt before I ground you.	1	sexual_harassment	active
2483	Me trying to hold my life together https://t.co/QHVg96zKOU	0	0	0
3646	Just got a ticket for going to my own park after hours . Like nigga close the gate then u dumb slut cunt hoe . Nigga said nice car when ....	0	0	0
2192	Anyone with the ASRock AB350M mobo, if you have a photo of the RAM slots, it'd be a huge help. I need to know if mine is missing parts :(	0	0	0
1578	@Luissssa Thank you for admitting there is only evidence of women falsely accusing rape.	1	derailing	passive
580	If your 'fiancé' has a conversation with a bitch like this would you keep her? https://t.co/u1D97BxzUF	1	discredit	active
2895	Me trying to flirt- I wanna eat your hot pocket	0	0	0
301	@SMHussainAzAD @Rakeshsharma380 @ZeeNews In Saudi &; Dubai if a man rape a woman with condom than semen isn't found in Vagina than how do Sharia Law tackle? I tell u punish the Woman	1	derailing	passive
771	Fuck off you stupid fucking CUNT OH MY GODDDDDDDD	1	discredit	active
4007	@AquabornR oh but they do. Then they go around and bitch how all women are stupid golddiggers because they went to… https://t.co/ufFyJTpATk	1	discredit	passive
3590	Me flirting- So how wealthy are your parents?	0	0	0
85	You just have power over men altogether, women are men’s ultimate weakness after all... which is why women are slut… https://t.co/w4okbSVxd0	1	discredit	passive
3826	As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”	0	0	0
2528	When you're practicing being homeless https://t.co/94SErg1C7n	0	0	0
3542	As long as the position is on all fours who cares https://t.co/gexQ2S0N1p	0	0	0
1897	Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better https://t.co/QlSaV9Cvzc	0	0	0
2767	When you're about to leave the bar with a booger but you're just not quite drunk enough to not care https://t.co/KUZRWODtcF	0	0	0
2495	When you're sneaking snacks into the movie theater https://t.co/saiA0GiUQG	0	0	0
1628	@HelenaWayneBlog STFU with that stupid rape culture retardation.	1	dominance	active
111	@the_holycannoli @sandbucket04 I’m the big dick motherfuckin bitch hoe https://t.co/tx2KTMO1AG	1	discredit	active
2190	Get a real woman not a hoe then. https://t.co/22fx32NGgw	0	0	0
1670	Trynna look like a bad bitch with a side of hoe for homecoming.	1	discredit	active
1364	@burnthewitchiii come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂	1	sexual_harassment	active
1120	Okay ladies look, nose rings are hot. But nose studs look like boogers and make you look like a dick chugging skank #WomenSuck	1	discredit	passive
1851	lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them.	0	0	0
130	You’re in the middle of being a woman or being a bitch?	1	discredit	active
2341	@Brandy_t_alex @TgirlPromo1 Mmmmm sweet pussy hole :) xx	0	0	0
1250	Glad not all men are like that and sad some women are like this... https://t.co/dwvsks2KnK	1	derailing	passive
